# schema bench results
# date: 2026-09-01T04:14:29Z
# host: macbook  arch: arm64  os: Darwin 25.6.0
# cpu: Apple M2
# build: Release
# cpp compiler: Apple clang version 21.0.0 (clang-2100.1.1.101)
# cpp flags: -O3 -DNDEBUG -DSERIALIZE_RELEASE -DBENCH_OPT="O3" -std=c++17 -Wall -Wextra -Werror -ffp-contract=off -fno-rtti -Igenerated/bench/cpp -I../serialize
# c compiler: Apple clang version 21.0.0 (clang-2100.1.1.101)
# c flags: -O3 -DNDEBUG -DBENCH_OPT="O3" -std=c99 -Wall -Wextra -Werror -Igenerated/bench/c -I../serialize.c (serialize.c compiled in, no LTO)
# go: go version go1.27.0 darwin/arm64 (go run, default optimized build)
# rust: cargo 1.98.0 (797e8a9bc 2026-08-05) (Homebrew); rustc 1.98.0 (88d9e12ae 2026-08-18) (Homebrew) (cargo run --release at opt-level 3, no LTO)
# dotnet: 10.0.400 (dotnet run -c Release, workstation GC)
# node: v26.7.0 (NODE_ENV=production — serialize.js's caller-trust release mode; the runner records the mode that ran in its checks column)
# java: openjdk 21.0.12.1 2026-08-18 LTS (generated codecs, zero runtime dependency; default JVM flags, no -ea)
# dart: Dart SDK version: 3.13.2 (stable) (Tue Aug 25 01:01:12 2026 -0700) on "macos_arm64" (generated codecs, zero runtime dependency; AOT executable)
# elixir: 1.20.4 (generated codecs, zero runtime dependency; pinned BEAM toolchain)
# pinning: none
# noise: unlabelled
# schema commit: e9b83fc (main)
# serialize commit: cebaed2 (main) [build-verified: /Users/glenn/rowan-working/serialize]
# serialize.c commit: 37db942 (main) [build-verified: /Users/glenn/rowan-working/serialize.c]
# serialize.go commit: 287e2fe (main) [build-verified: /Users/glenn/rowan-working/serialize.go]
# serialize.rs commit: 6b52aa6 (main) [build-verified: /Users/glenn/rowan-working/serialize.rs]
# serialize.cs commit: 1439c6f (main) [build-verified: /Users/glenn/rowan-working/serialize.cs]
# serialize.js commit: e391f1e (main) [build-verified: /Users/glenn/rowan-working/serialize.js]
cs,bitpacker,read,24576,65518,7,18633,18624,18636,1164.21,0.07,6b213fbfa1a03a99,bits,asm,always,default,unknown
lang,bench,path,iters,bytes_per_op,runs,median_msgs_per_sec,min_msgs_per_sec,max_msgs_per_sec,median_mb_per_sec,spread_pct,corpus_id,family,linkage,checks,opt,inline
js,bench_mixed,write,4000000,438,7,2554891,2530511,2573407,1067.20,1.68,6b213fbfa1a03a99,gen,esm,contract,default,unknown,flat
js,bench_mixed,round_trip,4000000,438,7,1122642,1119896,1124935,468.94,0.45,6b213fbfa1a03a99,gen,esm,contract,default,unknown,flat
js,bitpacker,write,24576,65518,7,6142,6130,6146,383.79,0.26,6b213fbfa1a03a99,bits,esm,contract,default,unknown
js,bitpacker,read,24576,65518,7,5712,5710,5714,356.89,0.06,6b213fbfa1a03a99,bits,esm,contract,default,unknown
lang,bench,path,iters,bytes_per_op,runs,median_msgs_per_sec,min_msgs_per_sec,max_msgs_per_sec,median_mb_per_sec,spread_pct,corpus_id,family,linkage,checks,opt,inline
java,bench_mixed,write,4000000,438,7,5805335,5784951,5810515,2424.94,0.44,6b213fbfa1a03a99,gen,class,contract,default,unknown
java,bench_mixed,round_trip,4000000,438,7,2174364,2151665,2289000,908.25,6.32,6b213fbfa1a03a99,gen,class,contract,default,unknown
lang,bench,path,iters,bytes_per_op,runs,median_msgs_per_sec,min_msgs_per_sec,max_msgs_per_sec,median_mb_per_sec,spread_pct,corpus_id,family,linkage,checks,opt,inline
dart,bench_mixed,write,4000000,438,7,2864782,2857020,2867727,1196.65,0.37,6b213fbfa1a03a99,gen,aot,contract,default,unknown
dart,bench_mixed,round_trip,4000000,438,7,1588312,1586671,1591258,663.45,0.29,6b213fbfa1a03a99,gen,aot,contract,default,unknown
lang,bench,path,iters,bytes_per_op,runs,median_msgs_per_sec,min_msgs_per_sec,max_msgs_per_sec,median_mb_per_sec,spread_pct,corpus_id,family,linkage,checks,opt,inline
elixir,bench_mixed,write,4000000,438,7,449772,449454,450112,187.87,0.15,6b213fbfa1a03a99,gen,beam,contract,default,unknown
elixir,bench_mixed,round_trip,4000000,438,7,262329,262227,262385,109.58,0.06,6b213fbfa1a03a99,gen,beam,contract,default,unknown
